price,artist,source_artwork
3931.537353515625,Edouard   Vuillard,"Annette in an Interior, c.1903"
2240671.0,Leonardo Da Vinci,Annunciation (detail 1) 1478-82
563724.0,Leonardo Da Vinci,Annunciation (detail 2) 1472-75
13284.6279296875,Leonardo Da Vinci,Annunciation (detail 3) 1472-75
201002.546875,Jan Van Eyck,Annunciation 1436
7352715.5,Bartolome Esteban Murillo,Annunciation 1660-65
55865.01171875,Giotto Di Bondone,Annunciation 2
15813492.0,Peter Paul Rubens,Annunciation
44185.57421875,Camille Pissarro,"Antilian Landscape, St. Thomas"
61369092.0,Mary Cassatt,Antoinette At Her Dressing Table
5692.9130859375,Francisco De Goya y Lucientes,Antonia Zarate
53022.68359375,Frederic Remington,Apache Fire Signal
8457744.0,David The Younger Teniers,Apes in the Kitchen
3931.537353515625,Eugene Delacroix,Apollo Slays Python c. 1850
70283.65625,Eugene Delacroix,Apollo Slays Python
7314431.0,Eugene Delacroix,Apollo Vanquishing The Python
3958405.75,Nicolas Poussin,Apollo and Daphne 1625
214.5835418701172,Jean-Honore Fragonard,Apollo and Daphne
72694.03125,Rembrandt Van Rijn,Apostle Paul 1635
714554.0625,Anton Raphael Mengs,Apostol 2
3931.537353515625,Salvador Dali,Apparition of the Face of Aphrodite
172698.453125,Frans Mortelmans,Apple Blossoms and Blue and White Porcelain on a Table
18137.91015625,Camille Pissarro,Apple Picking at Eragny-sur-Epte 1888
486291.03125,Gustav Klimt,Apple Tree I
1095221.75,Camille Pissarro,Apple Tree at Eragny
9001684.0,Paul Gauguin,Apple Trees At L Hermitage
91779.7421875,Alfred Sisley,Apple Trees in Bloom
4438.64599609375,Camille Pissarro,Apple Trees in a Field
428438.375,George Inness,Apple blossoms
145355.0,Jean-Francois Millet,Apple picking
4099.72021484375,Paul Cezanne,Apples And Biscuits
18238.72265625,Pierre Auguste Renoir,Apples And Flowers
3931.537353515625,Paul Cezanne,Apples And Oranges
495304.71875,Paul Cezanne,Apples On A Sheet
361747.6875,Paul Cezanne,Apples
26963.64453125,George Wesley Bellows,Approach Of Rain
26683.71484375,Albert Bierstadt,Approaching Thunderstorm On The Hudson River
235163.515625,Eugene Delacroix,Arab Saddling his Horse 1855
199757.1875,Eugene Delacroix,Arabian Horses Fighting in a Stable
4982.78564453125,John Frederick Herring Snr,Arabs chasing a loose arab horse in an eastern landscape
30449.328125,Jean-Francois Millet,Arcas and Callisto
1935820.25,Joseph Mallord William Turner,"Arch of Constantine, Rome"
31728.125,Jacopo Tintoretto,"Archangel Michael Fights Satan, c.1590"
1698828.5,Guido Reni,Archangel Michael
1967592.0,Michelangelo Buonarroti,Archers shooting at a Herm
13355.2177734375,Canaletto,Architectural
177865.71875,Sir Lawrence Alma-Tadema,Architecture in Ancient Rome
3931.537353515625,Lord Frederick Leighton,"Architecture, Painting and Sculpture Protected by Athena from the Ravages of Time"
419868.84375,Claude Oscar Monet,Argenteuil (Red Boats)
239559.609375,Edouard Manet,Argenteuil
567565.375,Angelica Kauffmann,Ariadne Abandoned by Theseus on Naxos
1196800.125,Jacopo Tintoretto,"Ariadne, Venus and Bacchus 1576"
2381613.0,Rembrandt Van Rijn,Aristotle with a Bust of Homer 1653
4713.69384765625,Tamara de Lempicka,"Arlette Boucard with Arums, 1931"
87169.1328125,Winslow Homer,Army Boots
15587.376953125,Canaletto,Arrival of the French Ambassador in Venice (detail 2) 1740s
1064299.75,Robert Henri,Artists In The Woods
3931.537353515625,Tamara de Lempicka,Arums (1) 1931
1518640.375,Anton Raphael Mengs,Ascension of Maria
64111.88671875,Sir Lawrence Alma-Tadema,"Ask Me No More, 1906"
500612.5,Correggio (Antonio Allegri),Assumption Of The Virgin
6229168.5,Correggio (Antonio Allegri),"Assumption of the Virgin, from the ceiling of the dome, 1526-30"
25471.1015625,Robert Henri,At Far Rockaway
167888.203125,Joseph Farquharson,At Freezing Point
12096.5634765625,Frederick Judd Waugh,At High Tide
127673.0390625,Arthur von Ferraris,At The Door Of The Mosque
21055.216796875,Vincent Van Gogh,At The Foot Of The Mountains
1393653.125,Edouard Manet,At The Races
1953949.0,William Merritt Chase,At The Window
291494.96875,Berthe Morisot,At the Ball 1875
1117517.75,Gaston de La Touche,At the Comedie Francaise
118053.9375,Henri De Toulouse-Lautrec,"At the Moulin Rouge, The Dance"
65947.4765625,Childe Hassam,At the Piano 1908
108076.046875,Albert Edelfelt,At the Piano
45435812.0,Edgar Degas,"At the Stable, Horse and Dog, c.1862"
5539613.5,Paul Signac,At the time outline for harmony
13902170.0,Paul-Gustave Fischer,At the tram stop
3931.537353515625,Theodor Van Thulden,Athena And Pegasus
38027.76953125,John William Godward,Athenais
151464112.0,Frederic Remington,Attack On The Supply Train
15215491.0,Eugene Delacroix,Attila and his Hordes Overrun Italy and the Arts (detail) 1843-47
9104.2626953125,Eugene Delacroix,Attila the Hun (c.406-453) and his hordes overrunning Italy and the Arts
40733.58203125,Robert Henri,Au Jardin Du Luxembourg
57891.9375,Louis Anquetin,Au Moulin Rouge
18369.51953125,Guido Reni,Aurora (Dawn)
73266.96875,Frederic Edwin Church,Aurora Borealis
18756.298828125,Tamara de Lempicka,Autoportrait (Tamara in the Green Bugatti) 1925
484726.0625,Louis Anquetin,Autoportrait equestre
281689.875,Giuseppe Pellizza da Volpedo,Autoritratto
39932.0859375,Bartolome Esteban Murillo,Autorretrato
20699.74609375,George Inness,Autumn Gold
1221652.125,Vincent Van Gogh,Autumn Landscape At Dusk
477497.875,Charles-Francois Daubigny,Autumn Landscape
138281040.0,Thomas Moran,Autumn Landscape
111333.765625,Frederic Edwin Church,"Autumn Landscape, Vermont"
2702481.5,Thomas Moran,Autumn On The Wissahickon
3931.537353515625,Egon Schiele,Autumn Sun I
51995.00390625,Egon Schiele,Autumn Tree With Fuchsias
1694375.75,Egon Schiele,Autumn Trees
123155.46875,Sir Lawrence Alma-Tadema,Autumn Vintage Festival
420792.8125,Albert Bierstadt,Autumn Woods
169369.640625,Alphonse Maria Mucha,Autumn
21239.62890625,George Inness,Autumn
37858.31640625,Ivan Konstantinovich Aivazovsky,Azure grotto. Naples
1058341.125,Nicolas Poussin,Baby Moses Saved from the River
6362.72509765625,Mary Cassatt,Baby Reaching For An Apple Aka Child Picking Fruit
39038.7265625,Tiziano Vecellio,Bacchanal
60337272.0,Nicolas Poussin,Bacchanal of Putti 1626
3931.537353515625,Jean-Baptiste-Camille Corot,Bacchante with a Panther
1202389.875,Nicolas Poussin,Bacchic Scene c. 1627
3949.3271484375,Victor Honore Janssens,Bacchus And Ariadne
24453.6796875,Cassius Marcellus Coolidge,Bachelors Dog
3931.537353515625,William Merritt Chase,Back of a Nude I
742067.625,Vincent Van Gogh,Backyards Of Old Houses In Antwerp In The Snow
3931.537353515625,Paul-Gustave Fischer,Badende Kvinder (The Bathers)
29123.33203125,Canaletto,"Badminton House, Gloucestershire"
41060.88671875,Albert Bierstadt,Bahamian View
96534.375,Fernando Botero,Bailarina
325123.46875,Edgar Degas,Ballet Dancer in Her Dressing Room
509051.0625,Edgar Degas,Ballet Dancers in Butterfly Costumes (detail)
1683.4278564453125,Edgar Degas,Ballet Dancers in the Wings
12949.01171875,Edgar Degas,Ballet Rehearsal On Stage
2184240.75,"Bartlett, William Henry","Ballina, County Mayo"
80335.2265625,Auguste Rodin,Balzac
1338925.5,Vincent Van Gogh,Bank Of The Oise At Auvers
1035695.8125,Armand Guillaumin,Banks Of The Marne In Winter
545269.1875,Armand Guillaumin,"Banks of the Creuse, Limousin, c.1912"
551947.1875,Joaquin Sorolla y Bastida,Baptism
2166418.25,Egon Schiele,Bare Tree Behind A Fence
3455046.5,Armand Guillaumin,Barge
2573905.25,Armand Guillaumin,Barnyard Crozant
3931.537353515625,George Stubbs,"Baronet, 1794"
56567.96875,Cassius Marcellus Coolidge,Baseball 1 2 3
171901.6875,Canaletto,Basilica di Vecenza and the Ponte de Rialto
3030401.75,Canaletto,Basin of St.Mark
336528.625,Jean-Baptiste-Simeon Chardin,"Basket with Wild Strawberries, c.1761"
3931.537353515625,Ernst Ludwig Kirchner,Bathers in a Room
3931.537353515625,Camille Nicolas Lambert,Bathers
3931.537353515625,Paul-Gustave Fischer,Bathers
3931.537353515625,Paul-Gustave Fischer,Bathers on the Shore
3931.537353515625,Gustave Courbet,"Bathers or Two Nude Women, c.1858"
38090404.0,August Macke,Bathing Girls with Town in the Background (Badende Madchen mit Stadt im Hintergrund)
3931.537353515625,Istvan Csok,Bathing Woman (Susanna) 1920 28
41904.17578125,Paolo Veronese (Caliari),Battle of Lepanto c. 1572
13.842052459716797,Peter Paul Rubens,Battle of the Amazons 1618
23020.048828125,Sir Lawrence Alma-Tadema,Battledore and Shuttlecock
167208.46875,Walter Withers,Beach Near Geelong
18399.833984375,Charles-Francois Daubigny,Beach Scene
27846.185546875,William Merritt Chase,Beach Scene
41326.45703125,Winslow Homer,"Beach Scene, Cullercoats"
1551513.625,Joaquin Sorolla y Bastida,Beach of San Sebastian
29364.6015625,Joaquin Sorolla y Bastida,Beaching the Boat (study)
228076.796875,Robert Henri,Beagrice Whittaker
539619.125,William Holbrook Beard,Bear Carousal
27934.57421875,Odilon Redon,Beatrice
177548.8125,Wilhelm Kuhnert,Beberlowe (Berber Lion)
5591827.0,John Singer Sargent,Bedouin Encampment
54234.03125,John Singer Sargent,Bedouin Women Carrying Water Jars
2038598.0,John Singer Sargent,Bedouins
238215.46875,Gustav Klimt,Beech Forest Buchenwald I
36864.390625,Gustav Klimt,Beethoven Frieze
480.8829650878906,Paul-Gustave Fischer,Before The Ballet
25195.30078125,Berthe Morisot,Before The Mirror
20144952.0,David The Younger Teniers,Before the Inn
750860.0,Edouard Manet,Before the Mirror
23089.26171875,William Hogarth,Before the Seduction and After 1731
3931.537353515625,John Linnell,Behemoth and Leviathan after William Blake
336575.5,William Blake,Behemoth and Leviathan from the Book of Job
42137.48828125,Berthe Morisot,Behind The Blinds
11254.0849609375,James Jacques Joseph Tissot,Behold He Standeth Behind Our Wall
627716.5625,Sir David Wilkie,Benvenuto Cellini (1500-71) and Pope Paul II (1468-1579)
130176.515625,James Jacques Joseph Tissot,Berthe 1882
77768.28125,Berthe Morisot,Berthe Morisot And Her Daughter Julie Manet
24513.267578125,Edouard Manet,Berthe Morisot Holding a Bunch of Violets 1872
72861.09375,Edouard Manet,Berthe Morisot with a Fan
838459.3125,Raja Ravi Varma,Bharata
73670.2578125,Joaquin Sorolla y Bastida,Biarritz beach
9833495.0,Rembrandt Van Rijn,Biblical Scene 1642
127283.2890625,Rembrandt Van Rijn,Biblical Scene
3931.537353515625,William-Adolphe Bouguereau,Biblis
6396.2109375,Alphonse Maria Mucha,Bieres De La Meuse
212654.625,George Wesley Bellows,Billy Sunday
5538.41162109375,Lord Frederick Leighton,Biondina
39118768.0,Melchior de Hondecoeter,Bird Concert
4402.23974609375,Melchior de Hondecoeter,Birds in a Garden
11700.8671875,Melchior de Hondecoeter,Birds in a Park 3
3931.537353515625,Francisco De Goya y Lucientes,Birth Of The Virgin
3931.537353515625,Anton Raphael Mengs,Birth of Christ 2
6406.76025390625,Anton Raphael Mengs,Birth of Christ
415150.21875,Sandro Botticelli,Birth of Venus (La Nascita di Venere)
1510141.0,Alphonse Maria Mucha,Biscuits Champagne Lefevre Utile
254298.078125,Alphonse Maria Mucha,Biscuits Lefevre Utile
26674.453125,Winslow Homer,"Black Bass, Florida"
15271431.0,Ernst Ludwig Kirchner,Black Cat
86879.90625,George Wesley Bellows,Black House
22728.478515625,"Bartlett, William Henry","Black Rock Castle, near Cork, Ireland"
3165.762451171875,John Frederick Herring Snr,Black Stallion in a Field Horse
14726616.0,Paul Signac,Blessing of the Tuna Fleet at Groix 1923
62921.87890625,Robert Henri,Blind Spanish Singer
5033242.0,Vincent Van Gogh,Blossoming Almond Tree
115679.9609375,Edgar Degas,"Blue Dancers, c.1899"
4360945.5,Franz Marc,Blue Horse I
3725.611083984375,Martin Johnson Heade,Blue Morpho Butterfly
1014421.6875,Georges Lacombe,Blue seascape Wave Effect
66729.109375,Alfred Sisley,Boat During a Flood 1871
7198.72021484375,Odilon Redon,Boat in the Moonlight
1273042.25,Gustave Caillebotte,Boaters On The Yerres
123507.625,Edouard Manet,Boating 1874
96922.0,Charles Christian Nahl,Boating on The Changres River
5910.28955078125,Claude Oscar Monet,Boats In The Port Of London
39661.02734375,Charles-Francois Daubigny,Boats on the Oise
655540.375,Georges Lacombe,Boatwomen in Brittany
7043.49951171875,Cassius Marcellus Coolidge,Bold bluff
32322.234375,Rosa Bonheur,Bonheur
21234050.0,Paul Gauguin,Bonjour Monsieur Gauguin
44821.85546875,David The Younger Teniers,"Boors Carousing, 1644"
2710.2099609375,Charles-Francois Daubigny,Bord de riviere au clair de lune
27534.84375,George Wesley Bellows,Both Members Of This Club
5758.35595703125,Camille Pissarro,"Boulevard Montmartre, Afternoon Sun, 1897"
80328.7109375,Camille Pissarro,"Boulevard Montmartre, Morning, Cloudy Weather, 1897"
18729.68359375,Gustave Caillebotte,Boulevard Seen From Above
446901.5625,Odilon Redon,Bouquet In A Persian Vase
1266895.75,Claude Oscar Monet,Bouquet Of Sunflowers
67824.8125,Caravaggio,Boy Bitten by a Lizard (detail) c. 1594
182481.421875,Joaquin Sorolla y Bastida,"Boy Eating Grapes, 1890"
1727.07080078125,Winslow Homer,Boy Fishing
213083.171875,William Henry Hunt,Boy and Goat
29694.9375,Sir Henry Raeburn,Boy and Rabbit 2
20.22405815124512,Caravaggio,Boy with a Basket of Fruit (Giovane con un cesto di frutta)
75962.5078125,Robert Henri,Boy with a Green Cap (or Chico)
3931.537353515625,Bartolome Esteban Murillo,Boys Eating Fruit (Grape and Melon Eaters) 1645-46
3931.537353515625,Albert Edelfelt,Boys Playing at the Beach
1537.650390625,John Constable,"Branch Hill Pond, Hampstead Heath, 1828"
807.3243408203125,Martin Johnson Heade,Branch Of Apple Blossoms Against A Cloudy Sky
82950.265625,William Henry Hunt,Branch of Apple Blossom and Birds Nest
3931.537353515625,Vincent Van Gogh,Branches with Almond Blossom
19981666.0,Cassius Marcellus Coolidge,Breach of Promise Suit
6192.7373046875,Mary Cassatt,Breakfast in Bed
3212065.5,Paul-Gustave Fischer,"Bredgade I Kobenhavn (Bredgade, Copenhagen)"
3931.537353515625,Paul Gauguin,Breton Boys Wrestling
1947.8380126953125,Paul Gauguin,Breton Girls Dancing Aka Dancing A Round In The Haystacks
10754245.0,Paul Gauguin,Breton Landscape Fields By The Sea Aka Le Pouldu
8887.30859375,Alfred Sisley,Bridge At Hampton Court
3126596.75,Armand Guillaumin,Bridge Over The Marne At Joinville
134012.828125,Paul Sandby,Bridgenorth
234270720.0,August Macke,Bright Women in front of the Hat Shop (Helle Frauen vor dem Hutladen) 1913
236005.5625,Carl Larsson,"Brita, Cat And A Sandwich"
71623.34375,Peter Monamy,British Man-o-War Firing a Salute
55548308.0,Peter Monamy,British men-o-war and other ships
63533.54296875,Childe Hassam,Brooklyn Bridge in Winter
3931.537353515625,Henri De Toulouse-Lautrec,Brothel Worker
90583.578125,Odilon Redon,Brunhild Aka The Valkyrie
378726.0,Arthur Rackham,Brunhilde with her horse at the mouth of the cave
397543.5,Arthur Rackham,"Brunhilde, illustration from The Rhinegold and the Valkyrie by Richard Wagner, 1910"
195439.890625,Arthur Rackham,"Brunnhilde Implores the Valkyries, illustration from The Rhinegold and the Valkyrie, by Richard Wagner, edition published 1910"
42245.08203125,Jacques Louis David,Brutus
177614.015625,Odilon Redon,Buddha in His Youth
1862809.375,George Stubbs,"Bulls Fighting, 1786"
47675.68359375,William Holbrook Beard,Burdock Plant
3931.537353515625,Paul Gauguin,Bust Of A Nude Girl
1178.7392578125,Theodore Gericault,Bust portrait of a Negro
57486.3046875,Frederic Remington,Buying Polo Ponies In The West
180841.6875,Edvard Munch,By The Shore
877011.75,Alfred Sisley,By the River Loing
21697.720703125,Charles-Francois Daubigny,By the Sea
55133.08203125,Ulpiano Checa y Sanz,Caballos desbocados
686937.5625,Frida Kahlo,Cactus Fruits 1938 Private Collection
11320.177734375,Joseph Mallord William Turner,Caernarvon Castle
461453.3125,Paul Sandby,Caernarvon Castle
370059.71875,Paul Sandby,"Caesars Tower, Warwick Castle"
381094.78125,Robert Henri,Cafe Du Dome Aka On The Boulevard Montparnasse
27796242.0,Tiziano Vecellio,Cain and Abel
312555.21875,Gustave Caillebotte,Calf In A Butcher Shop
157044.71875,Gustave Caillebotte,Calfs Head And Ox Tongue
50323.67578125,Odilon Redon,Caliban
60044.48046875,George Inness,California
4209.62158203125,Caravaggio,Calling of St. Matthew (Vocazione di san Matteo)
410292.8125,Eustache Le Sueur,Calliope
21536.8359375,Ivan Konstantinovich Aivazovsky,Calm sea
14467556.0,Sandro Botticelli,Calumny of Apelles (detail 5)
243795.984375,Giovanni Bellini,"Calvary, c.1465-70"
31462.57421875,Correggio (Antonio Allegri),Camera Di San Paolo
518896.625,Claude Oscar Monet,Camille Monet In Japanese Costume
144302.390625,Winslow Homer,Camp Fire
168647.71875,John William Godward,Campaspe
316219.9375,Albert Bierstadt,Campfire Site Yosemite
16775.703125,Charles-Francois Daubigny,Cap Gris Nez
2591444.5,Canaletto,Capriccio Ruins and Classic Buildings 1730s
91922.0859375,Canaletto,"Capriccio of a triumphal arch seen through an ornate archway, c.1750"
102381.7421875,Francisco De Goya y Lucientes,Caprichos Plate 1 Francisco Goya Y Lucientes
32897604.0,Francisco De Goya y Lucientes,Caprichos Plate 10 Love And Death
393630.25,Francisco De Goya y Lucientes,Caprichos Plate 24 Nothing Could Be Done About It
2435326.0,Francisco De Goya y Lucientes,Caprichos Plate 65 Where Is Mama Going
127176.390625,James Jacques Joseph Tissot,Captain Frederick Gustavus Burnaby
1590337.75,Lord Frederick Leighton,Captive Andromache
450735.375,Peter Monamy,Capture of Porto Bello in 1739
164007.84375,Gilbert Gaul,Captured by Confederates
12034102.0,Caspar David Friedrich,Capuchin Friar By The Sea
